36893488147419114739,2649.99856186
36893488147419114739,2649.99856186
36893488147419114740,2620.60369981
36893488147419114741,2650.345
36893488147419114742,2692.265
36893488147419114743,2720.84510588
36893488147419114744,2748.055
36893488147419114745,2750.09
36893488147419114746,2721.80189954
36893488147419114747,2693.37024779
36893488147419114748,2660.18
36893488147419114749,2633.335
36893488147419114750,2604.41024027
36893488147419114751,2635.15170032
36893488147419114752,2667.09188539
36893488147419114753,2698.63551554
36893488147419114754,2728.59688652
36893488147419114755,2698.92331574
36893488147419114756,2660.38878158
36893488147419114757,2633.46391654
36893488147419114758,2661.615
36893488147419114759,2632.71444281
36893488147419114760,2659.23
36893488147419114761,2629.174497
36893488147419114762,2596.64259485
36893488147419114763,2624.58980735
36893488147419114764,2595.87975588
36893488147419114765,2566.76996732
36893488147419114766,2594.92375907
36893488147419114767,2560.52836966
36893488147419114768,2531.69191712
36893488147419114769,2558.32
36893488147419114770,2583.995
36893488147419114771,2612.91
36893488147419114772,2583.48999228
36893488147419114773,2609.40418306
36893488147419114774,2648.10490828
36893488147419114775,2620.27880342
36893488147419114776,2592.235
36893488147419114777,2618.26094675
36893488147419114778,2647.84257046
36893488147419114779,2621.0372452
36893488147419114780,2648.7162973
36893488147419114781,2621.985
36893488147419114782,2653.54048479
36893488147419114783,2682.96431766
36893488147419114784,2695.71501955
36893488147419114785,2723.715
36893488147419114786,2751.13031125
36893488147419114787,2722.2309348
36893488147419114788,2693.56549604
36893488147419114789,2720.61
